Aeronave,Destination_Type,Origin_Type,Capacity,Passengers,Bookings,Route,STD_Month,STA_Month,STD_Block,STA_Block
XA-VAN,3,1,186,,,62,3,3,17,20
XA-VYF,3,1,180,,,64,1,1,11,14
XA-VAK,3,3,186,,,67,1,1,20,23
XA-VAR,3,1,186,,,62,4,4,13,16
XA-VBN,3,1,220,,,64,3,3,13,16
9H-AMV,3,1,178,,,58,3,3,7,10
XA-VYE,3,3,180,,,72,3,3,8,12
9H-MLX,3,1,178,,,68,2,2,17,21
9H-AMJ,3,1,178,,,58,3,3,19,22
XA-VXM,3,1,240,,,64,5,5,17,21
XA-VAP,3,1,186,,,68,3,3,17,21
XA-VXP,3,1,240,,,58,5,5,7,10
XA-VAT,3,1,186,,,62,2,2,11,14
9H-MLC,3,1,178,,,58,3,3,7,10
XA-VBU,3,1,220,,,58,3,3,10,13
XA-VYF,3,3,180,,,66,2,2,7,10
XA-VBH,3,1,240,,,64,2,2,8,11
XA-VBZ,3,1,236,,,64,2,2,11,14
XA-VAO,3,1,186,,,62,5,5,16,19
XA-VAK,3,1,186,,,64,3,3,23,2
XA-VYA,3,1,180,,,62,4,4,7,10
XA-VYF,3,3,180,,,66,2,2,7,10
XA-VAK,3,1,186,,,64,1,1,23,2
XA-VAQ,3,3,186,,,61,2,2,19,22
XA-VIL,3,3,186,,,59,4,4,10,14
XA-VBH,3,2,240,,,70,4,4,9,16
9H-SWJ,3,1,178,,,58,4,4,11,14
9H-SWG,3,3,178,,,61,4,4,19,21
XA-VIT,3,1,186,,,68,1,1,12,16
XA-VAJ,3,3,186,,,61,3,3,19,22
9H-MLV,3,1,178,,,58,3,3,13,17
9H-SWJ,3,3,178,,,61,4,4,19,21
XA-VIU,3,3,186,,,63,2,2,11,14
XA-VAQ,3,1,186,,,68,1,1,19,23
XA-VAI,3,1,180,,,62,4,4,7,10
XA-VYE,3,3,180,,,60,4,4,10,13
9H-SWB,3,1,178,,,58,1,1,17,21
XA-VIP,3,1,186,,,58,2,2,16,19
XA-VBH,3,3,240,,,61,1,1,17,20
9H-SWD,3,1,178,,,62,4,4,9,12
9H-SWJ,3,1,178,,,58,4,4,17,20
XA-VBQ,3,3,220,,,69,1,1,9,13
XA-VYA,3,1,180,,,62,3,3,9,12
XA-VAT,3,1,186,,,64,2,2,8,11
XA-VIS,3,5,186,,,65,3,3,15,17
XA-VXO,3,2,240,,,70,3,3,9,15
9H-AMV,3,1,178,,,58,2,2,17,21
XA-VBQ,3,2,220,,,57,1,1,8,13
XA-VIV,3,1,186,,,58,1,1,10,13
XA-VXO,3,1,240,,,62,4,4,13,16
XA-VBI,3,1,220,,,64,3,3,20,23
XA-VAJ,3,1,186,,,64,3,3,8,11
XA-VAX,3,3,186,,,66,3,3,19,22
XA-VBX,3,2,240,,,70,4,4,9,16
XA-VAK,3,3,186,,,63,1,1,11,14
XA-VIN,3,3,186,,,66,3,3,19,22
9H-MLV,3,1,178,,,58,3,3,7,10
XA-VAQ,3,1,186,,,62,3,3,17,20
XA-VIS,3,1,186,,,58,1,1,16,19
9H-MLV,3,1,178,,,68,2,2,17,21
XA-VXN,3,1,240,,,64,3,3,7,10
9H-AMI,3,1,178,,,58,3,3,19,22
XA-VBJ,3,1,220,,,64,1,1,13,16
XA-VIS,3,1,186,,,64,1,1,9,13
XA-VIK,3,1,186,,,62,5,5,13,16
XA-VXD,3,2,240,,,70,3,3,8,15
XA-VBH,3,1,240,,,58,1,1,10,13
XA-VBP,3,1,220,,,58,4,4,10,13
XA-VAA,3,1,186,,,68,4,4,12,16
XA-VAV,3,1,186,,,64,4,4,23,2
XA-VIN,3,1,186,,,64,4,4,23,2
XA-VBH,3,2,240,,,70,2,2,8,15
XA-VXO,3,1,240,,,64,2,2,18,22
XA-VAQ,3,3,186,,,67,2,2,10,13
XA-VXP,3,1,240,,,64,1,1,11,14
XA-VAO,3,3,186,,,60,1,1,16,19
XA-VIL,3,3,186,,,67,2,2,20,23
9H-AMM,3,1,178,,,58,1,1,17,21
XA-VAM,3,3,180,,,61,1,1,18,21
XA-VBZ,3,2,236,,,57,2,2,8,13
XA-VBV,3,1,220,,,64,4,4,17,21
9H-SWG,3,3,178,,,59,4,4,15,18
XA-VXC,3,1,240,,,58,1,1,10,13
XA-VXO,3,3,240,,,69,3,3,10,14
XA-VAR,3,1,180,,,62,3,3,13,16
XA-VAM,3,3,180,,,61,1,1,9,12
XA-VAM,3,1,180,,,64,2,2,20,23
XA-VAK,3,3,186,,,59,3,3,15,19
XA-VAW,3,3,186,,,60,1,1,16,19
XA-VYA,3,1,180,,,64,2,2,20,23
XA-VAX,3,1,186,,,62,4,4,13,16
XA-VYF,3,1,180,,,62,1,1,17,20
XA-VII,3,1,186,,,58,4,4,7,11
XA-VBB,3,3,240,,,72,1,1,8,12
XA-VXF,3,1,240,,,64,2,2,11,14
9H-SWJ,3,1,178,,,62,4,4,9,12
XA-VAX,3,3,186,,,60,1,1,16,19
XA-VXF,3,1,240,,,64,2,2,13,16
XA-VAO,3,3,186,,,63,1,1,11,14
XA-VAK,3,3,186,,,67,1,1,20,23
XA-VAT,3,3,186,,,72,4,4,10,14
XA-VAI,3,1,180,,,68,2,2,17,21
9H-AMM,3,1,178,,,58,3,3,17,21
9H-AMJ,3,3,180,,,69,5,5,9,13
9H-SWJ,3,1,178,,,58,4,4,17,20
XA-VBQ,3,2,220,,,57,1,1,8,13
XA-VBK,3,1,240,,,64,1,1,13,16
XA-VXC,3,2,240,,,57,3,3,9,13
XA-VAK,3,5,186,,,65,3,3,15,18
XA-VXO,3,1,240,,,64,2,2,18,22
XA-VAQ,3,3,186,,,72,4,4,10,14
XA-VIK,3,3,186,,,66,3,3,19,22
XA-VXN,3,1,240,,,64,3,3,11,14
XA-VYE,3,3,180,,,67,4,4,20,22
XA-VAV,3,1,186,,,58,4,4,9,12
XA-VAO,3,1,186,,,64,1,1,9,13
XA-VAK,3,3,186,,,61,1,1,10,12
XA-VXK,3,1,240,,,64,4,4,17,21
XA-VBH,3,1,240,,,64,2,2,18,22
XA-VAU,3,5,186,,,65,4,4,17,19
XA-VBA,3,3,240,,,59,1,1,15,19
9H-SWG,3,1,178,,,62,4,4,9,12
XA-VBV,3,1,220,,,58,2,2,10,13
XA-VXF,3,1,240,,,64,3,3,7,10
9H-AMI,3,1,178,,,68,2,2,12,16
XA-VAK,3,3,186,,,61,1,1,10,12
XA-VAO,3,1,186,,,64,4,4,23,2
XA-VIN,3,1,186,,,64,3,3,20,23
XA-VBI,3,1,220,,,58,4,4,10,13
XA-VXE,3,1,240,,,64,2,2,7,10
XA-VXI,3,3,240,,,72,1,1,8,12
9H-SWG,3,1,178,,,62,5,5,9,12
XA-VAY,3,1,186,,,62,3,3,13,16
9H-SWB,3,1,178,,,58,1,1,7,10
XA-VAM,3,1,180,,,62,2,2,20,23
XA-VXK,3,1,240,,,64,2,2,13,16
XA-VXM,3,1,240,,,64,4,4,17,21
XA-VYF,3,1,180,,,62,3,3,17,20
9H-SWF,3,1,178,,,68,2,2,12,16
XA-VXF,3,1,240,,,64,2,2,13,16
XA-VAV,3,3,186,,,60,2,2,16,19
XA-VIP,3,3,186,,,72,4,4,10,14
XA-VBU,3,3,220,,,69,2,2,10,14
9H-SWI,3,1,178,,,68,2,2,12,16
XA-VAC,3,3,180,,,66,2,2,19,22
9H-SWA,3,2,178,,,57,5,5,9,13
XA-VAQ,3,3,186,,,60,3,3,16,19
XA-VCC,3,1,230,,,64,1,1,17,20
XA-VIS,3,1,186,,,62,2,2,11,14
XA-VBQ,3,1,220,,,64,3,3,7,10
XA-VIU,3,3,186,,,60,1,1,16,19
XA-VIU,3,3,186,,,67,3,3,20,23
XA-VXP,3,3,240,,,66,4,4,19,22
9H-MLU,3,1,178,,,68,5,5,12,16
XA-VAK,3,3,186,,,61,1,1,10,12
XA-VYB,3,1,180,,,64,3,3,20,23
XA-VBP,3,1,220,,,64,3,3,11,14
XA-VBA,3,3,240,,,72,1,1,8,12
XA-VAA,3,3,186,,,56,3,3,21,24
XA-VCC,3,1,230,,,58,2,2,10,13
XA-VXC,3,3,240,,,72,1,1,8,12
XA-VAE,3,1,186,,,64,2,2,9,13
XA-VIU,3,3,186,,,61,1,1,22,1
XA-VAX,3,1,186,,,64,3,3,24,3
XA-VAK,3,3,186,,,73,1,1,10,14
XA-VBN,3,2,220,,,57,3,3,9,13
XA-VBM,3,2,240,,,70,3,3,8,15
XA-VBH,3,3,240,,,61,1,1,22,1
9H-AMV,3,1,178,,,58,3,3,17,21
XA-VAQ,3,3,186,,,66,1,1,19,22
9H-AMP,3,1,178,,,58,4,4,14,17
XA-VCC,3,1,230,,,64,3,3,18,22
XA-VAM,3,1,180,,,62,1,1,13,16
XA-VIK,3,1,186,,,68,1,1,17,21
XA-VIH,3,1,186,,,58,3,3,8,11
XA-VBU,3,1,220,,,58,3,3,10,13
9H-AML,3,2,180,,,57,5,5,9,13
XA-VAX,3,1,186,,,68,3,3,12,16
XA-VXI,3,2,240,,,57,2,2,8,13
9H-AMP,3,1,178,,,58,4,4,18,21
XA-VAO,3,5,186,,,65,2,2,15,18
XA-VIP,3,3,186,,,66,2,2,7,10
XA-VXM,3,1,240,,,64,4,4,7,10
XA-VYF,3,1,180,,,64,3,3,9,13
XA-VAY,3,3,186,,,56,3,3,21,24
XA-VBI,3,1,220,,,64,3,3,20,23
XA-VYF,3,5,180,,,65,3,3,17,20
XA-VBI,3,2,220,,,57,2,2,8,13
XA-VYF,3,3,180,,,61,3,3,11,14
XA-VAU,3,5,186,,,65,4,4,16,19
XA-VAV,3,1,186,,,62,2,2,13,16
XA-VBU,3,1,220,,,64,4,4,17,21
9H-SWM,3,1,178,,,58,1,1,13,17
9H-SWF,3,1,178,,,68,4,4,17,21
XA-VIU,3,3,186,,,67,2,2,19,21
XA-VXD,3,1,240,,,62,3,3,20,23
XA-VXK,3,1,240,,,64,4,4,16,19
XA-VAJ,3,3,186,,,66,3,3,19,22
XA-VAQ,3,3,186,,,60,3,3,16,19
XA-VBT,3,1,220,,,58,2,2,10,13
XA-VBM,3,1,240,,,64,4,4,17,21
9H-AMM,3,1,178,,,58,4,4,18,21
XA-VAK,3,1,186,,,64,1,2,23,2
9H-SWD,3,1,178,,,64,4,4,9,12
9H-SWD,3,1,178,,,62,4,4,9,12
XA-VYA,3,1,180,,,64,3,3,20,23
XA-VBP,3,3,220,,,69,3,3,10,14
XA-VIP,3,1,186,,,64,1,1,9,13
9H-SWB,3,1,178,,,58,3,3,19,22
XA-VAM,3,3,180,,,60,2,2,16,19
XA-VIU,3,1,186,,,62,1,1,11,14
XA-VXF,3,1,240,,,58,1,1,10,13
9H-AMI,3,1,178,,,58,3,3,7,10
XA-VAX,3,3,186,,,66,3,3,7,10
9H-AML,3,1,178,,,58,3,3,8,11
XA-VXK,3,1,240,,,64,1,1,7,10
XA-VAM,3,1,180,,,62,1,1,13,16
9H-MLC,3,1,178,,,68,3,3,17,21
XA-VIX,3,1,186,,,62,4,4,13,16
XA-VYB,3,1,180,,,68,1,1,12,16
9H-MLY,3,1,178,,,58,3,3,9,12
XA-VAN,3,2,186,,,70,4,4,9,16
XA-VXC,3,1,240,,,58,3,3,8,11
XA-VIS,3,1,186,,,58,3,3,16,19
XA-VAN,3,3,186,,,59,1,1,15,19
9H-MLU,3,1,178,,,68,4,4,17,21
XA-VIN,3,1,186,,,64,3,3,9,13
XA-VIP,3,1,186,,,58,3,3,16,19
XA-VIP,3,1,186,,,62,1,1,17,20
XA-VBT,3,1,220,,,58,1,1,16,19
XA-VAM,3,1,180,,,64,2,2,9,13
XA-VAP,3,3,186,,,61,2,2,10,12
XA-VIN,3,3,186,,,72,2,2,8,12
XA-VIN,3,3,186,,,67,4,4,20,22
XA-VAA,3,3,186,,,60,4,4,10,13
XA-VAX,3,3,186,,,61,3,3,10,12
XA-VAP,3,1,186,,,58,2,2,16,19
XA-VAU,3,1,186,,,58,2,2,16,19
XA-VAR,3,1,186,,,68,1,1,12,16
XA-VAW,3,3,186,,,60,1,1,16,19
XA-VAY,3,1,186,,,58,3,3,16,19
9H-AMV,3,1,178,,,58,2,2,7,10
XA-VAP,3,3,186,,,66,2,2,7,10
XA-VBI,3,1,220,,,58,4,4,10,13
XA-VAE,3,5,186,,,65,2,2,16,18
XA-VBQ,3,2,220,,,57,2,2,8,13
9H-AMP,3,1,178,,,58,2,2,13,17
XA-VAV,3,3,186,,,67,2,2,19,21
XA-VIN,3,1,186,,,62,4,4,16,19
9H-SWM,3,1,178,,,58,2,2,13,17
9H-AML,3,1,178,,,58,4,4,14,17
XA-VIP,3,1,186,,,64,2,2,18,22
XA-VBH,3,3,240,,,61,1,1,10,12
XA-VAX,3,1,186,,,62,4,4,19,22
XA-VAM,3,1,180,,,62,1,1,13,16
XA-VAK,3,3,186,,,61,3,3,10,12
XA-VXF,3,1,240,,,64,2,2,7,10
XA-VXP,3,3,240,,,66,4,4,19,22
XA-VBI,3,3,220,,,66,5,5,19,22
XA-VIX,3,1,186,,,68,1,1,12,16
XA-VAX,3,1,186,,,68,1,1,17,21
XA-VAA,3,1,186,,,64,1,1,20,23
XA-VYB,3,1,180,,,58,4,4,16,19
XA-VAT,3,3,186,,,59,1,1,15,19
XA-VXL,3,3,240,,,72,1,1,8,12
XA-VAY,3,3,186,,,60,3,3,16,19
XA-VBQ,3,3,220,,,72,1,1,8,12
XA-VCC,3,3,230,,,69,2,2,10,14
9H-MLU,3,1,178,,,68,4,4,12,16
9H-SWD,3,3,178,,,56,4,4,21,24
XA-VAQ,3,3,186,,,60,3,3,21,24
XA-VIU,3,3,186,,,56,1,1,21,24
XA-VIL,3,1,186,,,58,3,3,8,11
9H-AMM,3,1,178,,,58,4,4,18,21
XA-VXB,3,3,240,,,69,1,1,9,13
XA-VII,3,3,186,,,63,1,1,11,14
XA-VIL,3,1,186,,,64,2,2,9,13
XA-VAO,3,1,186,,,58,1,1,16,19
XA-VXH,3,1,240,,,64,1,1,13,16
XA-VIX,3,3,186,,,60,1,1,17,20
XA-VAU,3,3,186,,,56,2,2,21,24
XA-VYB,3,1,180,,,64,1,1,8,11
XA-VIL,3,3,186,,,61,2,2,10,12
XA-VAY,3,1,186,,,64,3,3,9,13
XA-VAQ,3,3,186,,,61,2,2,19,22
XA-VXH,3,3,240,,,66,1,1,7,10
XA-VBM,3,1,240,,,58,1,1,13,17
XA-VAQ,3,1,186,,,62,2,2,13,16
XA-VYF,3,3,180,,,60,3,3,10,14
XA-VXI,3,1,240,,,64,2,2,13,16
XA-VIS,3,1,186,,,64,2,2,20,23
XA-VIP,3,3,186,,,61,1,1,18,21
XA-VAO,3,3,186,,,67,1,1,11,14
XA-VBJ,3,1,220,,,58,4,4,10,13
XA-VAO,3,1,186,,,58,2,2,16,19
XA-VAC,3,1,180,,,58,4,4,16,19
XA-VBR,3,1,240,,,58,1,1,19,22
XA-VAC,3,3,180,,,59,1,1,15,19
XA-VAX,3,3,186,,,61,1,1,10,12
XA-VIS,3,3,186,,,59,3,3,9,12
XA-VYE,3,3,180,,,72,2,2,8,12
XA-VAW,3,1,186,,,64,3,3,20,23
XA-VAN,3,1,186,,,62,3,3,13,16
XA-VIS,3,3,186,,,56,1,1,21,24
9H-MLY,3,1,178,,,58,2,2,19,22
XA-VXP,3,1,240,,,64,1,1,18,22
XA-VYD,3,1,180,,,58,2,2,7,10
XA-VBJ,3,3,220,,,72,3,3,8,12
XA-VYF,3,1,180,,,62,1,1,11,14
XA-VAE,3,3,186,,,66,3,3,7,10
XA-VAE,3,1,186,,,62,3,3,20,23
XA-VAR,3,3,186,,,66,1,1,19,22
XA-VBS,3,1,240,,,58,1,1,10,14
XA-VYF,3,5,180,,,65,3,3,16,18
XA-VAO,3,3,186,,,72,3,3,8,12
XA-VBX,3,3,240,,,66,4,4,19,22
XA-VBA,3,5,240,,,65,1,1,17,20
XA-VAK,3,3,186,,,59,1,1,15,19
9H-AMP,3,1,178,,,58,3,3,15,19
9H-AMJ,3,1,178,,,58,4,4,8,11
XA-VAY,3,1,186,,,64,3,3,9,13
9H-MLC,3,1,178,,,58,2,2,13,17
XA-VAQ,3,3,186,,,61,4,4,18,21
XA-VAO,3,3,186,,,67,4,4,20,22
XA-VCC,3,1,230,,,64,3,3,11,14
XA-VYA,3,1,180,,,62,4,4,7,10
XA-VBH,3,1,240,,,64,4,4,7,10
XA-VYF,3,5,180,,,65,4,4,16,19
XA-VAM,3,1,180,,,62,4,4,13,16
XA-VXI,3,1,240,,,64,1,1,7,10
XA-VIS,3,3,186,,,66,3,3,7,10
XA-VIP,3,3,186,,,72,2,2,8,12
XA-VAP,3,1,186,,,62,2,2,17,20
9H-AMP,3,5,178,,,65,2,2,16,19
XA-VAX,3,1,186,,,62,4,4,19,22
9H-AMJ,3,1,178,,,58,4,4,8,11
XA-VIY,3,1,186,,,64,3,3,8,11
XA-VAA,3,1,186,,,64,1,1,20,23
XA-VAO,3,1,186,,,62,2,2,13,16
XA-VAJ,3,3,186,,,72,5,5,10,14
XA-VBV,3,1,220,,,58,1,1,19,22
XA-VBU,3,1,220,,,64,4,4,16,19
XA-VAO,3,3,186,,,63,2,2,11,14
9H-SWJ,3,1,178,,,58,2,2,13,17
XA-VAJ,3,3,186,,,66,3,3,19,22
9H-SWJ,3,1,178,,,58,2,2,19,22
XA-VBJ,3,1,220,,,58,4,4,9,12
XA-VCC,3,1,230,,,64,1,1,13,16
XA-VXG,3,1,240,,,58,1,1,19,22
XA-VBW,3,1,220,,,64,2,2,20,23
XA-VYA,3,3,180,,,59,1,1,9,12
XA-VAQ,3,1,186,,,62,3,3,17,20
XA-VII,3,3,186,,,63,1,1,11,14
XA-VIS,3,1,186,,,58,3,3,8,11
XA-VXN,3,3,240,,,66,4,4,19,22
XA-VXG,3,1,240,,,64,1,1,18,22
XA-VIP,3,1,186,,,58,1,1,16,19
XA-VIH,3,1,186,,,58,1,1,17,21
XA-VIY,3,1,186,,,64,3,3,8,11
XA-VXI,3,1,240,,,64,1,1,11,14
XA-VXE,3,2,240,,,57,3,3,9,13
XA-VYB,3,1,180,,,64,3,3,20,23
XA-VXH,3,1,240,,,58,3,3,7,10
XA-VIP,3,3,186,,,59,3,3,15,19
XA-VAX,3,1,186,,,64,1,1,23,2
XA-VAV,3,1,186,,,58,2,2,16,19
XA-VIU,3,1,186,,,62,2,2,17,20
XA-VAE,3,3,186,,,60,2,2,16,19
9H-SWJ,3,3,178,,,59,4,4,20,24
XA-VAK,3,1,186,,,62,2,2,13,16
XA-VAU,3,1,186,,,64,4,4,8,12
XA-VAX,3,1,186,,,62,4,4,7,10
XA-VAO,3,1,186,,,58,4,4,9,12
XA-VAR,3,1,186,,,58,4,4,15,18
XA-VXD,3,1,240,,,58,1,1,10,14
XA-VAW,3,5,186,,,65,1,1,18,21
XA-VBX,3,1,240,,,64,2,2,11,14
XA-VAV,3,1,186,,,58,2,2,16,19
XA-VBQ,3,2,220,,,57,1,1,8,13
XA-VXE,3,1,240,,,58,1,1,10,14
XA-VAQ,3,3,186,,,66,1,1,7,10
XA-VIP,3,1,186,,,68,1,1,17,21
XA-VIU,3,3,186,,,60,2,2,10,14
XA-VAQ,3,1,186,,,64,3,3,9,13
9H-SWM,3,1,178,,,58,3,3,17,21
XA-VAJ,3,1,186,,,62,2,2,13,16
XA-VXC,3,1,240,,,58,1,1,10,13
XA-VIX,3,3,186,,,59,5,5,10,14
XA-VBX,3,3,240,,,66,4,4,7,10
XA-VAV,3,3,186,,,67,4,4,20,22
XA-VBT,3,1,220,,,64,3,3,7,10
XA-VXL,3,1,240,,,64,1,1,11,14
XA-VAU,3,1,186,,,64,1,1,20,23
XA-VBX,3,2,240,,,57,2,2,8,13
XA-VAT,3,1,186,,,68,2,2,17,21
XA-VXL,3,1,240,,,64,1,1,18,22
XA-VAU,3,3,186,,,67,4,4,18,20
XA-VAP,3,1,186,,,64,3,3,8,11
XA-VIN,3,3,186,,,72,3,3,8,12
XA-VAQ,3,3,186,,,63,4,4,11,13
XA-VAM,3,5,180,,,65,1,1,10,13
XA-VBH,3,1,240,,,64,4,4,7,10
XA-VXP,3,1,240,,,64,1,1,18,22
XA-VBY,3,1,240,,,58,1,1,19,22
XA-VYE,3,3,180,,,63,4,4,11,13
9H-AMV,3,1,178,,,68,2,2,12,16
XA-VXM,3,3,240,,,69,3,3,10,14
9H-SWG,3,3,178,,,60,4,4,14,17
XA-VBJ,3,1,220,,,64,3,3,18,22
XA-VXI,3,1,240,,,64,3,3,20,23
XA-VAI,3,3,180,,,66,1,1,7,10
XA-VIU,3,1,186,,,64,1,1,9,13
XA-VYE,3,1,180,,,58,4,4,16,19
9H-SWJ,3,1,178,,,58,3,3,8,11
XA-VXO,3,1,240,,,64,2,2,13,16
XA-VYE,3,3,180,,,66,1,1,19,22
XA-VAQ,3,3,186,,,66,3,3,7,10
XA-VAI,3,3,180,,,66,1,1,19,22
XA-VBM,3,1,240,,,64,4,4,7,10
XA-VAQ,3,3,186,,,61,2,2,19,22
XA-VYB,3,1,180,,,64,1,1,20,23
9H-SWD,3,3,178,,,59,5,5,15,18
XA-VAQ,3,3,186,,,66,1,1,7,10
XA-VAX,3,1,186,,,62,4,4,13,16
XA-VAV,3,3,186,,,61,2,2,19,22
9H-SWJ,3,1,178,,,58,2,2,19,22
XA-VAQ,3,1,186,,,64,4,4,9,12
XA-VIX,3,1,186,,,68,1,1,12,16
XA-VAC,3,1,180,,,64,1,1,20,23
9H-SWF,3,1,178,,,68,2,2,12,16
XA-VAW,3,1,186,,,58,3,3,12,15
XA-VAM,3,3,180,,,67,1,1,13,16
XA-VBU,3,1,220,,,58,2,2,10,13
XA-VIU,3,1,186,,,62,2,2,11,14
XA-VAR,3,1,186,,,64,3,3,9,13
XA-VXQ,3,1,240,,,64,4,4,16,19
9H-SWJ,3,1,178,,,58,4,4,11,14
XA-VXL,3,1,240,,,64,1,1,7,10
XA-VAK,3,1,186,,,58,3,3,16,19
9H-AMJ,3,1,178,,,58,3,3,17,21
XA-VAK,3,3,186,,,66,1,1,19,22
XA-VII,3,1,186,,,64,1,1,23,2
XA-VAQ,3,1,186,,,62,1,1,11,14
XA-VBI,3,3,220,,,72,1,1,8,12
XA-VAN,3,1,186,,,64,4,4,16,19
XA-VIE,3,1,186,,,64,2,2,8,11
XA-VXM,3,2,240,,,70,4,4,9,16
XA-VBH,3,2,240,,,70,4,4,9,16
9H-AMJ,3,2,178,,,57,4,4,9,13
9H-SWD,3,1,178,,,64,4,4,22,1
XA-VAK,3,1,186,,,62,2,2,17,20
XA-VAT,3,3,186,,,72,3,3,8,12
XA-VIL,3,3,186,,,67,3,3,20,23
9H-MLY,3,1,178,,,58,3,3,16,19
XA-VYF,3,3,180,,,61,3,3,19,22
XA-VAM,3,3,180,,,61,3,3,10,12
XA-VBX,3,2,240,,,70,4,4,9,16
XA-VAA,3,5,186,,,65,4,4,17,19
XA-VAQ,3,1,186,,,62,2,2,13,16
XA-VIP,3,1,186,,,62,1,1,13,16
XA-VAI,3,3,180,,,56,3,3,21,24
XA-VAE,3,1,186,,,62,1,1,11,14
XA-VBX,3,1,240,,,64,1,1,13,16
XA-VAY,3,3,186,,,61,3,3,19,22
XA-VIL,3,1,186,,,64,4,4,11,14
XA-VYB,3,1,180,,,64,3,3,20,23
XA-VIL,3,1,186,,,58,3,3,16,19
XA-VYF,3,3,180,,,72,2,2,8,12
9H-SWB,3,1,178,,,58,1,1,19,22
XA-VIH,3,1,186,,,62,2,2,11,14
9H-SWD,3,1,178,,,58,4,4,11,14
XA-VIL,3,5,186,,,65,2,2,15,18
XA-VBM,3,3,240,,,69,3,3,10,14
XA-VIP,3,3,186,,,67,1,1,21,23
XA-VAI,3,1,180,,,64,2,2,20,23
XA-VAY,3,1,186,,,62,3,3,17,20
XA-VIL,3,1,186,,,64,1,1,13,16
XA-VBT,3,1,220,,,64,1,1,11,14
XA-VXI,3,2,240,,,70,3,3,9,15
XA-VXG,3,2,240,,,57,2,2,8,13
XA-VIS,3,3,186,,,60,1,1,16,19
9H-SWB,3,1,178,,,62,3,3,11,14
XA-VXE,3,1,240,,,58,1,1,7,10
XA-VAY,3,3,186,,,59,2,2,15,19
XA-VXN,3,3,240,,,69,1,1,9,13
XA-VAM,3,3,180,,,60,1,1,17,20
XA-VBH,3,1,240,,,64,2,2,11,14
9H-AMJ,3,2,178,,,57,4,4,9,13
XA-VBM,3,1,240,,,64,4,4,16,19
XA-VIU,3,5,186,,,65,1,1,15,18
XA-VAN,3,1,186,,,64,4,4,16,19
XA-VIY,3,1,186,,,64,2,2,21,1
9H-SWJ,3,1,178,,,62,4,4,16,19
XA-VXM,3,2,240,,,70,3,3,9,15
XA-VYB,3,3,180,,,67,3,3,20,23
XA-VAM,3,1,180,,,64,1,1,23,2
9H-AMP,3,1,178,,,58,4,4,8,11
9H-SWG,3,3,178,,,61,4,4,9,11
XA-VAK,3,1,186,,,58,1,1,16,19
XA-VXO,3,1,240,,,64,2,2,13,16
XA-VBY,3,1,240,,,64,2,2,11,14
XA-VXO,3,1,240,,,64,2,2,7,10
9H-SWM,3,1,178,,,58,2,2,17,21
XA-VYA,3,3,180,,,66,2,2,19,22
XA-VIB,3,1,186,,,64,5,5,8,12
XA-VBW,3,1,220,,,64,2,2,7,10
XA-VAE,3,1,186,,,58,2,2,16,19
9H-SWC,3,1,178,,,58,1,1,13,17
XA-VBW,3,1,220,,,64,4,4,17,21
XA-VYB,3,1,180,,,68,1,1,17,21
XA-VBT,3,1,220,,,64,2,2,20,23
XA-VBH,3,2,240,,,70,2,2,8,15
XA-VBM,3,1,240,,,58,1,1,12,15
9H-AMM,3,2,178,,,57,3,3,9,13
XA-VAC,3,1,180,,,64,3,3,18,22
XA-VYB,3,1,180,,,62,2,2,11,14
9H-AMI,3,1,178,,,62,3,3,11,14
9H-MLY,3,1,178,,,58,2,2,13,17
XA-VXL,3,1,240,,,58,2,2,7,10
XA-VAQ,3,1,186,,,62,3,3,13,16
XA-VYF,3,1,180,,,58,3,3,16,19
XA-VAV,3,1,186,,,62,2,2,13,16
XA-VBU,3,1,220,,,64,4,4,7,10
XA-VXF,3,1,240,,,58,3,3,10,13
XA-VYB,3,1,180,,,64,3,3,18,22
9H-SWG,3,3,178,,,59,4,4,15,18
XA-VYD,3,3,180,,,59,3,3,15,19
XA-VXN,3,2,220,,,70,5,5,9,16
XA-VYB,3,1,180,,,62,3,3,20,23
XA-VAY,3,3,186,,,67,4,4,10,13
9H-SWG,3,3,178,,,61,5,5,19,21
9H-AMI,3,1,178,,,58,3,3,13,17
9H-SWB,3,1,178,,,62,3,3,11,14
XA-VIK,3,1,186,,,62,5,5,7,10
XA-VAK,3,3,186,,,67,2,2,20,23
9H-SWM,3,1,178,,,58,3,3,9,12
XA-VBT,3,3,220,,,66,4,4,7,10
XA-VAV,3,3,186,,,67,2,2,21,23
9H-MLY,3,1,178,,,58,4,4,18,21
XA-VXF,3,1,240,,,58,4,4,7,11
XA-VIP,3,3,186,,,66,2,2,7,10
XA-VBP,3,1,220,,,64,4,4,7,10
XA-VAI,3,1,186,,,68,5,5,12,16
XA-VAK,3,3,186,,,63,3,3,12,14
XA-VAC,3,3,180,,,66,2,2,7,10
XA-VIH,3,3,186,,,72,2,2,8,12
XA-VIS,3,1,186,,,64,2,2,18,22
XA-VBM,3,1,240,,,58,4,4,7,11
XA-VXO,3,1,240,,,64,3,3,7,10
XA-VIN,3,1,186,,,62,4,4,16,19
XA-VYE,3,1,180,,,62,4,4,16,19
XA-VAR,3,3,186,,,66,3,3,19,22
XA-VXL,3,1,240,,,64,1,1,18,22
XA-VAT,3,1,186,,,64,1,1,8,11
9H-SWJ,3,1,178,,,62,4,4,9,12
